,film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
230,247,3.39,123.8,72.0,5,1,0.7833,19.99,G,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",4,"82,83,129,161",126.0,477.0,25
231,248,5.275714,85.0,144.0,6,1,2.95,20.99,NC-17,A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",6,"50,63,142,152,159,169",160.0,607.0,7
232,249,1.180476,113.2857,168.0,4,1,2.9333,26.99,G,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,set([u'Commentaries']),13,"2,41,52,63,70,72,83,86,113,129,137,155,197",356.0,1395.0,21
233,250,2.535455,117.5455,96.0,1,1,2.8333,26.99,NC-17,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,"set([u'Deleted Scenes', u'Behind the Scenes'])",8,"49,87,99,100,101,125,134,179",213.0,825.0,11
234,251,5.767778,115.3529,144.0,13,1,2.2167,19.99,NC-17,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,"set([u'Trailers', u'Behind the Scenes'])",3,"10,76,147",84.0,317.0,18
235,252,3.717273,121.7727,144.0,1,1,2.25,18.99,PG,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",4,"33,41,164,176",108.0,422.0,22
236,253,5.906667,109.5652,120.0,1,1,1.0167,18.99,PG-13,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,"set([u'Trailers', u'Behind the Scenes'])",7,"14,21,37,60,87,165,190",201.0,770.0,24
237,254,3.878889,94.0588,96.0,15,1,2.65,11.99,PG-13,A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",8,"13,23,46,58,89,114,137,147",235.0,897.0,18
238,255,5.51381,116.0476,144.0,12,1,2.9167,21.99,NC-17,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes'])",7,"8,14,68,101,120,166,168",193.0,743.0,21
239,256,5.434444,120.2222,144.0,15,1,2.9667,20.99,R,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,"set([u'Trailers', u'Commentaries'])",8,"6,24,35,53,67,97,126,136",194.0,798.0,9
240,258,1.913077,140.3846,144.0,11,1,1.6,11.99,PG,A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,set([u'Trailers']),7,"14,57,113,138,140,180,197",201.0,777.0,13
241,259,3.99,100.6667,96.0,2,1,1.9333,15.99,NC-17,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,set([u'Behind the Scenes']),2,"28,104",62.0,225.0,6
242,260,6.9275,102.9375,72.0,15,1,2.2,9.99,G,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,"set([u'Trailers', u'Deleted Scenes'])",7,"30,37,78,80,81,124,144",205.0,797.0,16
243,261,0.99,45.8571,120.0,6,1,2.85,13.99,G,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,set([u'Commentaries']),3,"77,78,139",83.0,325.0,7
244,262,2.323333,117.3333,120.0,8,1,1.9833,17.99,NC-17,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,set([u'Behind the Scenes']),9,"30,60,79,80,90,136,139,156,198",270.0,1016.0,6
245,263,5.566923,111.0,144.0,15,1,2.5667,14.99,R,A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft,"set([u'Trailers', u'Commentaries'])",9,"8,28,74,83,101,124,126,137,156",243.0,928.0,26
246,264,3.545556,120.25,144.0,10,1,1.6833,13.99,G,A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan,"set([u'Deleted Scenes', u'Commentaries'])",1,198,40.0,136.0,9
247,265,5.519412,97.7647,120.0,5,1,2.8,28.99,PG,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,set([u'Behind the Scenes']),2,"78,185",56.0,216.0,17
248,266,2.51,111.16,96.0,4,1,2.35,27.99,PG-13,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,set([u'Deleted Scenes']),5,"19,89,123,139,189",138.0,531.0,25
249,267,6.944545,127.9524,96.0,13,1,2.3333,14.99,NC-17,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",6,"16,48,57,79,81,160",167.0,603.0,22
250,268,5.99,145.8571,144.0,2,1,1.6,27.99,NC-17,A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",6,"18,53,81,83,102,137",189.0,698.0,7
251,269,3.305789,120.6842,72.0,8,1,1.6333,22.99,R,A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria,set([u'Behind the Scenes']),5,"16,20,79,135,161",137.0,518.0,19
252,270,1.511739,135.0455,168.0,13,1,1.4167,29.99,NC-17,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",3,"94,133,150",97.0,349.0,23
253,271,6.555217,143.8261,120.0,1,1,2.4667,12.99,G,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",3,"16,103,136",89.0,322.0,23
254,272,6.19,118.0667,120.0,7,1,2.55,9.99,NC-17,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,set([u'Deleted Scenes']),3,"62,144,189",88.0,318.0,15
255,273,2.15,136.9167,144.0,8,1,1.7833,14.99,PG,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,set([u'Commentaries']),7,"27,29,44,47,117,171,178",200.0,754.0,25
256,274,5.037619,140.1429,96.0,6,1,1.1167,20.99,PG,A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station,"set([u'Behind the Scenes', u'Commentaries'])",5,"20,38,50,154,162",140.0,554.0,21
257,275,4.284118,145.2941,72.0,11,1,1.4167,11.99,PG,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"15,73,94,101,160",140.0,507.0,17
258,276,5.69,128.6,144.0,5,1,1.9167,28.99,NC-17,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,"set([u'Behind the Scenes', u'Commentaries'])",4,"43,65,154,196",118.0,445.0,10
259,277,6.418571,110.2857,96.0,11,1,2.1,24.99,PG-13,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,set([u'Behind the Scenes']),5,"1,24,37,107,115",148.0,565.0,14
260,278,5.704286,84.1429,96.0,12,1,2.5833,19.99,NC-17,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",5,"63,108,134,146,190",135.0,504.0,7
261,279,5.19,113.0,168.0,15,1,2.5333,11.99,NC-17,A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",3,"18,83,162",80.0,325.0,10
262,280,1.46619,140.5714,168.0,3,1,2.95,26.99,G,A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House,set([u'Deleted Scenes']),9,"15,16,17,18,64,80,93,105,133",256.0,993.0,21
263,281,1.463684,111.2222,144.0,10,1,2.3833,9.99,G,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,"set([u'Trailers', u'Behind the Scenes'])",6,"11,21,83,84,109,161",170.0,669.0,19
264,282,2.095263,115.5263,120.0,7,1,1.5333,20.99,NC-17,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,set([u'Trailers']),4,"29,49,139,154",117.0,431.0,19
265,283,1.717273,110.6364,144.0,13,1,1.4167,10.99,NC-17,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,"set([u'Behind the Scenes', u'Commentaries'])",5,"11,36,66,105,163",140.0,529.0,11
266,284,6.231379,117.4483,120.0,12,1,1.2833,23.99,NC-17,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,set([u'Trailers']),4,"14,121,139,196",118.0,439.0,29
267,285,3.456667,122.4333,72.0,14,1,0.85,18.99,PG-13,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,set([u'Deleted Scenes']),5,"53,54,103,150,156",141.0,522.0,30
268,286,3.212222,133.4118,168.0,16,1,2.6333,16.99,NC-17,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,set([u'Commentaries']),9,"5,30,72,123,127,133,165,181,185",264.0,998.0,18
269,287,3.19,147.0667,120.0,1,1,2.9333,19.99,R,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",4,"16,28,48,104",115.0,418.0,15
270,288,3.23,111.16,168.0,16,1,2.7833,20.99,R,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,set([u'Trailers']),4,"5,50,126,136",116.0,448.0,25
271,289,5.847143,123.7143,120.0,13,1,1.1,25.99,G,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",6,"3,101,124,169,177,188",167.0,660.0,7
272,290,1.913077,85.6154,96.0,9,1,2.7167,29.99,PG,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,"set([u'Trailers', u'Commentaries'])",5,"39,70,82,84,85",144.0,557.0,13
273,291,2.24,124.4167,120.0,15,1,2.9,10.99,PG-13,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,set([u'Behind the Scenes']),6,"22,64,144,157,179,193",175.0,677.0,12
274,292,3.228095,114.1429,72.0,1,1,0.85,20.99,G,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,set([u'Commentaries']),8,"7,14,30,54,69,107,110,113",215.0,856.0,21
275,293,4.066923,125.0769,144.0,15,1,2.7833,17.99,G,A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"39,144,145,158,191",156.0,577.0,13
276,294,6.156667,126.5556,120.0,16,1,2.3,26.99,PG-13,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,set([u'Deleted Scenes']),3,"22,95,167",83.0,334.0,18
277,295,3.49,123.1429,72.0,6,1,1.6167,14.99,PG,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,"set([u'Trailers', u'Behind the Scenes'])",4,"48,59,62,147",113.0,412.0,28
278,296,3.836154,100.3846,120.0,14,1,2.9667,23.99,R,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,set([u'Trailers']),8,"29,46,68,72,85,146,171,191",231.0,879.0,13
279,297,3.823333,124.1667,144.0,4,1,2.0333,29.99,G,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",7,"60,85,98,121,156,166,187",195.0,737.0,6
280,298,4.411053,118.8947,96.0,14,1,2.8667,13.99,PG-13,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,"set([u'Trailers', u'Commentaries'])",5,"56,117,147,174,195",143.0,548.0,19
281,299,1.931176,87.8824,96.0,16,1,2.4,9.99,PG-13,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",6,"31,60,79,128,154,170",163.0,651.0,17
282,300,5.807727,113.1905,120.0,2,1,1.7,21.99,PG-13,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,"set([u'Behind the Scenes', u'Commentaries'])",4,"66,69,122,136",109.0,410.0,22
283,301,2.437931,111.4444,96.0,11,1,2.5833,24.99,R,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,set([u'Trailers']),9,"30,54,75,78,95,156,169,181,182",239.0,951.0,29
284,302,3.884737,117.3158,120.0,10,1,2.1833,29.99,G,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,set([u'Commentaries']),3,"108,115,172",87.0,342.0,19
285,303,1.759231,125.0769,144.0,1,1,0.9667,27.99,PG-13,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,set([u'Behind the Scenes']),9,"50,86,90,155,157,163,176,196,198",275.0,1015.0,26
286,304,4.656667,99.5833,72.0,3,1,2.1667,28.99,G,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,set([u'Deleted Scenes']),5,"70,81,88,137,163",127.0,506.0,24
287,305,3.847143,126.5714,144.0,13,1,1.5167,24.99,PG,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,"set([u'Trailers', u'Behind the Scenes'])",6,"33,41,65,114,147,168",174.0,655.0,28
288,306,3.808182,136.7273,72.0,10,1,1.7333,12.99,PG-13,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,"set([u'Trailers', u'Deleted Scenes'])",9,"33,50,58,69,82,89,124,150,166",246.0,969.0,11
289,307,5.759231,132.1538,144.0,16,1,1.2833,9.99,NC-17,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,"set([u'Deleted Scenes', u'Behind the Scenes'])",7,"53,55,56,61,64,122,163",179.0,711.0,26
290,308,4.695882,98.9412,72.0,5,1,2.3667,13.99,PG,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",1,31,18.0,94.0,17
291,309,1.59,109.68,144.0,8,1,1.6333,29.99,R,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",4,"32,42,104,198",121.0,430.0,25
292,310,6.79,137.6,120.0,10,1,2.6333,20.99,R,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,"set([u'Deleted Scenes', u'Commentaries'])",3,"17,147,190",90.0,329.0,5
293,311,3.095263,137.3684,96.0,9,1,1.2,14.99,PG,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",8,"25,29,118,132,178,181,188,198",229.0,853.0,19
294,312,6.49,114.7,96.0,14,1,1.25,20.99,R,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,"set([u'Deleted Scenes', u'Behind the Scenes'])",11,"32,48,84,87,95,97,112,124,128,144,155",306.0,1201.0,10
295,313,6.609048,127.5714,120.0,11,1,1.9667,11.99,G,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",4,"17,104,173,183",109.0,406.0,21
296,314,2.717273,104.5238,72.0,2,1,1.5167,13.99,R,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",3,"2,146,154",86.0,340.0,22
297,315,2.406667,120.9167,96.0,8,1,2.6,10.99,R,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,"set([u'Trailers', u'Commentaries'])",5,"48,68,103,105,189",144.0,512.0,12
298,316,5.704286,122.8571,120.0,10,1,2.8833,18.99,R,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,set([u'Trailers']),5,"5,58,82,117,143",156.0,567.0,7
299,317,2.894762,132.9048,96.0,5,1,2.4667,25.99,PG,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",5,"37,57,71,84,126",137.0,544.0,21
300,319,4.35,117.48,96.0,14,1,2.0833,22.99,R,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",2,"46,167",50.0,206.0,25
301,320,6.076957,104.3043,96.0,13,1,1.3333,28.99,PG-13,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,set([u'Trailers']),9,"39,42,55,94,96,131,135,146,176",238.0,908.0,23
302,321,7.143846,121.2308,72.0,13,1,2.05,21.99,NC-17,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",7,"2,8,18,21,30,74,157",173.0,691.0,13
303,322,4.126364,125.0909,120.0,15,1,1.6667,29.99,G,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",9,"44,73,94,99,112,113,124,170,188",247.0,968.0,22
304,324,7.931176,135.2353,72.0,5,1,2.4667,11.99,PG-13,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",4,"125,164,182,196",111.0,409.0,17
305,326,4.19,142.8421,144.0,2,1,1.15,18.99,NC-17,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",8,"15,40,102,128,130,157,166,169",238.0,929.0,20
306,327,7.642174,128.4783,72.0,1,1,2.6333,24.99,PG,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,"set([u'Trailers', u'Commentaries'])",2,"26,50",65.0,238.0,23
307,328,3.374615,111.0,168.0,3,1,2.1833,28.99,NC-17,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",1,142,31.0,108.0,13
308,329,4.878889,130.7778,96.0,1,1,1.05,15.99,R,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,set([u'Commentaries']),5,"3,26,95,102,198",167.0,611.0,18
309,330,5.434444,125.8462,168.0,2,1,1.8667,22.99,NC-17,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,"set([u'Trailers', u'Behind the Scenes'])",3,"43,45,90",91.0,334.0,27
310,331,4.02125,133.7188,144.0,10,1,1.5,25.99,NC-17,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",3,"68,72,86",83.0,308.0,32
311,333,3.107647,91.3529,168.0,12,1,2.1,16.99,R,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,"set([u'Trailers', u'Behind the Scenes'])",5,"42,103,105,127,147",155.0,536.0,17
312,334,5.511739,126.6957,144.0,11,1,1.0833,21.99,NC-17,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",3,"27,60,102",109.0,373.0,23
313,335,1.19,70.6,120.0,5,1,2.2167,23.99,PG-13,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",5,"24,29,38,64,91",128.0,488.0,5
314,336,6.048824,122.6471,120.0,6,1,1.65,22.99,PG,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,set([u'Behind the Scenes']),7,"3,34,41,116,128,168,184",190.0,742.0,17
315,337,3.718182,131.8,144.0,9,1,1.2167,11.99,R,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes'])",5,"13,62,85,94,117",161.0,567.0,11
316,338,5.99,148.125,144.0,14,1,0.85,23.99,PG,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",9,"38,65,92,107,116,121,125,133,188",275.0,1011.0,9
317,339,1.69,123.2,120.0,16,1,1.85,17.99,R,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",6,"83,93,114,143,149,167",171.0,655.0,10
318,340,5.99,152.3333,144.0,13,1,3.05,14.99,PG-13,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,"set([u'Deleted Scenes', u'Commentaries'])",6,"5,26,55,57,83,161",177.0,673.0,6
319,341,2.556667,133.7586,120.0,4,1,1.3667,13.99,PG,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,"set([u'Trailers', u'Deleted Scenes'])",7,"3,52,80,134,141,147,167",183.0,732.0,30
320,342,5.171818,96.3636,168.0,16,1,1.3833,28.99,R,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",11,"15,29,66,80,89,97,133,148,151,159,171",291.0,1159.0,11
321,343,3.39,90.0,144.0,3,1,1.5667,14.99,PG,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,"set([u'Trailers', u'Deleted Scenes'])",6,"70,77,80,110,124,159",148.0,590.0,5
322,344,3.358421,122.4211,72.0,3,1,2.9667,28.99,PG-13,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,set([u'Deleted Scenes']),4,"12,43,82,159",114.0,431.0,19
323,345,3.042632,115.5556,72.0,8,1,2.6833,17.99,PG,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,"set([u'Trailers', u'Commentaries'])",8,"16,26,48,64,106,128,132,172",228.0,841.0,19
324,346,6.434444,103.3333,96.0,4,1,2.1333,13.99,R,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,set([u'Deleted Scenes']),3,"13,182,200",79.0,302.0,18
325,347,5.204286,92.7857,168.0,16,1,1.9833,17.99,PG-13,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,set([u'Behind the Scenes']),8,"27,65,68,75,103,126,164,198",240.0,872.0,14
326,348,1.342941,127.5882,168.0,8,1,1.4333,9.99,PG-13,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,set([u'Trailers']),8,"11,20,49,54,76,97,107,129",237.0,887.0,17
327,349,4.175185,107.1852,96.0,2,1,3.0833,27.99,PG-13,A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin,set([u'Behind the Scenes']),4,"22,48,156,169",103.0,402.0,27
328,350,7.24,120.85,72.0,14,1,1.3333,21.99,G,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,"set([u'Trailers', u'Behind the Scenes'])",3,"66,108,142",96.0,338.0,20
329,351,3.9275,95.5625,96.0,11,1,1.7667,10.99,PG,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,"set([u'Trailers', u'Deleted Scenes'])",5,"7,47,102,133,147",156.0,589.0,16
330,352,2.262727,102.0909,96.0,10,1,2.9333,22.99,PG-13,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,"set([u'Behind the Scenes', u'Commentaries'])",3,"174,193,194",69.0,282.0,11
331,353,3.555217,124.6087,144.0,9,1,2.0833,22.99,NC-17,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,"set([u'Deleted Scenes', u'Commentaries'])",8,"38,95,113,121,135,157,161,179",221.0,866.0,23
332,354,5.704286,129.3,144.0,3,1,1.4167,18.99,G,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",5,"56,94,127,149,187",158.0,567.0,21
333,355,1.323333,122.0,168.0,2,1,1.6833,18.99,R,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",1,4,22.0,108.0,9
334,356,3.811429,100.8929,120.0,3,1,1.7,10.99,R,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,"set([u'Trailers', u'Commentaries'])",1,103,30.0,93.0,28
335,357,1.99,159.3333,168.0,4,1,1.9,13.99,G,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,"set([u'Trailers', u'Commentaries'])",4,"2,30,68,135",94.0,399.0,9
336,358,2.311429,125.8929,120.0,4,1,2.7167,29.99,R,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,"set([u'Trailers', u'Behind the Scenes'])",6,"28,53,97,141,170,193",163.0,649.0,28
337,360,3.132857,135.1429,96.0,1,1,1.7167,24.99,G,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,set([u'Trailers']),4,"103,110,165,185",107.0,397.0,14
338,361,4.713793,154.1071,120.0,15,1,1.4833,25.99,NC-17,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,"set([u'Trailers', u'Commentaries'])",8,"1,66,125,143,155,166,192,195",221.0,822.0,29
339,362,2.99,87.6,168.0,10,1,1.9167,13.99,PG-13,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",6,"61,71,80,149,175,182",153.0,614.0,5
340,363,2.74,106.9,72.0,12,1,0.9,12.99,R,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,set([u'Trailers']),3,"90,122,177",85.0,309.0,20
341,364,4.74,109.25,72.0,13,1,1.2167,14.99,NC-17,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,set([u'Trailers']),6,"11,86,135,136,159,197",163.0,625.0,8
342,365,6.775714,123.7143,96.0,5,1,2.5667,21.99,R,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",2,"106,149",66.0,232.0,14
343,366,3.406667,124.2917,72.0,7,1,1.55,29.99,G,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",4,"10,20,127,166",107.0,417.0,24
